,Link,Good Characters,Bad Characters
2796,https://shanghai.anjuke.com/community/view/218807,"
??
??????????????????308-340?????390-420???????????????
????????????????????????????????????????????????????????
???????????????????????240?????????????????????????????
?????????30%??????????????????????????500??????
","
??
?????????????????????
"
2797,https://shanghai.anjuke.com/community/view/218807,"
??
???????????????6?????308?340??????317????????5?6,7?????
????????????????5500?????????????????????????????
","
??
????????????????15-20????5000??
"
2798,https://shanghai.anjuke.com/community/view/218807,"
??
???????????6????????31—37????? ?321? ???? ??????  ??390?
??????????????? ?????????? ???? ?????? ???? 600???
????????2008?-2010??? ????????? ???? ???? ??????? ??????
??????????????????  ?????????? ?????28-37? ??????? ?????
","
??
??????  ???? ????????? ??????  ???????? ????????????  ????
"
2799,https://shanghai.anjuke.com/community/view/218807,"
??
????????6???????308-420??????????????????100??????
??????????????????????????????????????????
??????250????????????????????????
","
??
?????????????????
"
2800,https://shanghai.anjuke.com/community/view/218807,"
??
????????????????????12?/?/???????????????
","
??
??????1:1?????
"
2801,https://shanghai.anjuke.com/community/view/218807,"
??
???????????317???6???????????5?6?7??????????308-340?????
???????????????5500???????????????????
????????????????????????????
","
??
??????????
"
2802,https://shanghai.anjuke.com/community/view/218807,"
??
?????????209-309?????4??346?5??1035??????5.6.7?????????
????????????????????????????????????????
???????????????????????????????????????
","
??
????????????????????
"
2803,https://shanghai.anjuke.com/community/view/218807,"
??
??????????????308-723??????????????????
??????????????????????????????1:2??????????????
","
??
??????15-25????5000??????????
"
2804,https://shanghai.anjuke.com/community/view/218807,"
??
??????1?2??1?1??8??2?2??5?6?7????????????308-340??4?
?????????????????????2009???????1.5-2??????
?????????500??????????700?????????????????
","
??
????????????????????
"
2805,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????????308-340?????390-420????????????
????????2009?????2010????????????????????????1.5-2?/?.
????????????????????????????????500????????700???????
","
??
???????????????????????
"
2806,https://shanghai.anjuke.com/community/view/218807,"
??
???????4?????????????100????????308-340?4??390-420?5????
??????2009??????2010????????8-15?????????????????
","
??
?????????????????15??
"
2807,https://shanghai.anjuke.com/community/view/218807,"
??
???????5?????????????????308-390???????????????
????????????????????????????????????????????????????????
????????300?????????????????????????????????????????????
","
??
????????????????
"
2808,https://shanghai.anjuke.com/community/view/218807,"
??
????????311??211??-390??3-5????567????????????????????
????????1??????????????????????????????????????????????
","
??
?????????????????????????????
"
2809,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????5?31-37??????????209-3902??????????
?????????????????????????????????????????
","
??
?????????????????????
"
2810,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????209-319?4???1?2???1?1??8???2?2??5?6?7????
??????????1?????????????????????????
????????????????????500??????????????
","
??
?????????????????????
"
2811,https://shanghai.anjuke.com/community/view/218807,"
??
??????????209?-391??3??4???346?-1035??5??????5??6?7?????
????????????????????????????????????????????????
????????476???????????????883???????539????????720??????
????????2??14????????756??????791??961??????????5?106?
","
??
????????????????
"
2812,https://shanghai.anjuke.com/community/view/218807,"
??
??????????????????209??319???4??346?5???1035????5?6?7???
???????????5500?????????????????????????????1?1????????
?????????????????????539????????720????????
","
??
1????????????????????????????
2?????????????
"
2813,https://shanghai.anjuke.com/community/view/218807,"
??
????????????209.88?-391.13??????346?08?-1035.54??????
???????????????????????????????????????????????
??????????200???????????????????????????????????3000??
?????????800???2???????? ??600??9?????????????100??
????????????90%??????????????????????????35-45?????????
","
??
???????????????????
"
2814,https://shanghai.anjuke.com/community/view/218807,"
??
?????????209--3902???? ???? ?????????? ?????????
??????????????5500??? ???????? ?? ??? ??? ???????
","
??
?????? ??? ???????
"
2815,https://shanghai.anjuke.com/community/view/218807,"
??
????????????? ?? 308??340??4? ????????
??????????????????40???
","
??
??????????? ?????????
"
2816,https://shanghai.anjuke.com/community/view/218807,"
??
?????????209?-391????????346?-1035????????5?6?7????????
??????????????????????????????????????????
?????????500???????????????????????????????????????
????????1????????????????????????????????????????
","
??
???????????????????????
"
2817,https://shanghai.anjuke.com/community/view/218807,"
??
???????????????????????????600??????????????????
????????????500?????????CEO??????????????????
","
??
?????????????????
"
2818,https://shanghai.anjuke.com/community/view/218807,"
??
??????5/6/7?????????????209-391?/???346-1035?/??????????
??????????/??????210????????3000?
??????2?????200??????100????????200?
","
??
??????????????
"
2819,https://shanghai.anjuke.com/community/view/218807,"
??
????????????????270???310???????????????????????????????
????????????iapm???????????????????????????
?????????????????1943????????????????????*??????
","
??
?????????????3.2 %???????????????????
"
2820,https://shanghai.anjuke.com/community/view/218807,"
??
?????????209-3902????????????????????
????????1?????????????????????????????
","
??
?????????????????????
"
2821,https://shanghai.anjuke.com/community/view/218807,"
??
??????209-391???????346-1035???????5?6?7?????????????
???????????????4500??????????600??????????????????????
?????????500?????????????????????????????????????????
??????210???????????????3???????????
??????2?????200??110??????200???????
","
??
?????????????????????????BOSS???????????????????????????????CBD??????????????
"
2822,https://shanghai.anjuke.com/community/view/218807,"
??
??????????????????????????????????????????????????????
?????????????????????????40????????????
","
??
??? ????????
"
2823,https://shanghai.anjuke.com/community/view/218807,"
??
????????????209.88-391.13?? ??????346.08-1035.54? ??????
????????????????????????????????????????
????????????860??2?????????600??9?????????
?????????????????????????????????????????????
","
??
????????????????????????????????????????????????
"
2824,https://shanghai.anjuke.com/community/view/218807,"
??
??????????308?---390???????????????
??????????????5500?????????????????????????????
","
??
????????????????????
"
2825,https://shanghai.anjuke.com/community/view/218807,"
??
????????????320??390???????
??????????40-50???????????????????????
","
??
???????????15???????????????
"
2826,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????221?????390??????????2???
?????????????????????????50????????????
","
??
????18??????????
"
2827,https://shanghai.anjuke.com/community/view/218807,"
??
???????????????????????????????
?????????????????????????????1?3?????????
","
??
????????????????
"
2828,https://shanghai.anjuke.com/community/view/218807,"
??
????????1?2?????390??????????????????????????????????
????????????500?????????????
?????????????????????800???????????????????2??????800?
","
??
????????????????????????
"
2829,https://shanghai.anjuke.com/community/view/218807,"
??
??????????????39????308???590??????????
?????????????300?? ???800????????500????
","
??
?????308????5000??
"
